sent_id,sentence,sentence_en,correct_word,mutation_type,trigger_type,incorrect_word,incorrect_sentence
cy_ccg_train:00517,"Mi wnes i dy drin yn deg, ond aneffeithiol fu pob triniaeth.","I treated you fairly, but all treatment was ineffective.",deg,SM,MS,teg,"Mi wnes i dy drin yn teg, ond aneffeithiol fu pob triniaeth."
cy_ccg_test:00751,"Ar ôl tanysgrifio ers blynyddoedd i'r cylchgrawn, dyma'r tro cyntaf i neges o'r fath gael ei hysgrifennu ar yr amlen er bod y cod post yn amlwg ar y cyfeiriad.","After years of subscribing to the magazine, this is the first time such a message has been written on the envelope even though the postcode is clearly on the address.",bod,no_mutation,no_mutation,fod,"Ar ôl tanysgrifio ers blynyddoedd i'r cylchgrawn, dyma'r tro cyntaf i neges o'r fath gael ei hysgrifennu ar yr amlen er fod y cod post yn amlwg ar y cyfeiriad."
cy_ccg_dev:00224,"A'r pwynt yw bod ysbryd y gymuned ym Mlaenau a'r pentrefi cyfagos  yn y ""Fro"" mor gryf, ac yn gymaint o ganolbwynt bywyd yn yr ardal, fel na fydd yn eich synnu fod adfywio'r ardal wedi'i arwain yn bennaf gan y preswylwyr eu hunain.","And the point is that the community spirit in Blaenau and the surrounding villages in the ""Vale"" is so strong, and so much the focus of life in the area, that you won't be surprised that the regeneration of the area has led mainly by the residents themselves.",fod,SM,MS,bod,"A'r pwynt yw bod ysbryd y gymuned ym Mlaenau a'r pentrefi cyfagos  yn y ""Fro"" mor gryf, ac yn gymaint o ganolbwynt bywyd yn yr ardal, fel na fydd yn eich synnu bod adfywio'r ardal wedi'i arwain yn bennaf gan y preswylwyr eu hunain."
cy_ccg_train:00199,"Rhaid i bob lleoliad gael dogfennau ysgrifenedig a elwir yn bolisïau a gweithdrefnau, a rhaid iddynt roi sylw i'r holl bwyntiau hyn yn ogystal â bodloni'r gofynion a bennir yn yr amrywiol ddarnau o ddeddfwriaeth.","All settings must have written documents called policies and procedures, which must address all of these points as well as meeting the requirements set out in the various pieces of legislation.",roi,SM,MS,rhoi,"Rhaid i bob lleoliad gael dogfennau ysgrifenedig a elwir yn bolisïau a gweithdrefnau, a rhaid iddynt rhoi sylw i'r holl bwyntiau hyn yn ogystal â bodloni'r gofynion a bennir yn yr amrywiol ddarnau o ddeddfwriaeth."
cy_ccg_train:00929,"Pan roddir yn fewnwythiennol, dylai'r claf gael ei fonitro'n agos.","When given intravenously, the patient should be closely monitored.",fewnwythiennol,SM,MS,bewnwythiennol,"Pan roddir yn bewnwythiennol, dylai'r claf gael ei fonitro'n agos."
cy_ccg_train:00829,"Tueddir i gysylltu cromlechi â thirwedd y gwledydd Celtaidd (yn arbennig Cymru, Llydaw ac Iwerddon), ond ceir cromlechi mewn nifer o lefydd ar draws Ewrop, gogledd Affrica a rhannau o Asia.","There is a tendency to associate cromlechs with the landscape of the Celtic countries (especially Wales, Brittany and Ireland), but cromlechs are found in a number of places across Europe, northern Africa and parts of Asia.",Celtaidd,no_mutation,no_mutation,Geltaidd,"Tueddir i gysylltu cromlechi â thirwedd y gwledydd Geltaidd (yn arbennig Cymru, Llydaw ac Iwerddon), ond ceir cromlechi mewn nifer o lefydd ar draws Ewrop, gogledd Affrica a rhannau o Asia."
cy_ccg_train:01171,"Nid dim ond hyrwyddo cerddoriaeth fyw ydyn ni, mae ein gwaith bellach yn mynd y tu hwnt i hynny i gynnwys gwaith datblygu cymunedol, cynulleidfaoedd, artistiaid a sgiliau.",,gwaith,no_mutation,no_mutation,waith,"Nid dim ond hyrwyddo cerddoriaeth fyw ydyn ni, mae ein waith bellach yn mynd y tu hwnt i hynny i gynnwys gwaith datblygu cymunedol, cynulleidfaoedd, artistiaid a sgiliau."
cy_ccg_train:01034,"Roedd Niall wedi mynd am dro i gopa'r bryn sydd ar benrhyn Howth, ger Dulyn, ar bnawn Mawrth a sylweddoli bod posib gweld holl fynyddoedd Eryri, arfordir Caergybi a Phenrhyn Llŷn ac Ynys Manaw.","Niall had gone for a walk to the top of the hill on the Howth peninsula, near Dublin, on March afternoon and realized that it was possible to see all the Snowdonia mountains, the Holyhead coast and the Llŷn Peninsula and the Isle of Man.",benrhyn,SM,L,penrhyn,"Roedd Niall wedi mynd am dro i gopa'r bryn sydd ar penrhyn Howth, ger Dulyn, ar bnawn Mawrth a sylweddoli bod posib gweld holl fynyddoedd Eryri, arfordir Caergybi a Phenrhyn Llŷn ac Ynys Manaw."
cy_ccg_train:01071,"Rhybudd y bydd 3 gorsaf heddlu lleol yn cau cyn hir, gan mai dyma'r argymhellion ger bron Awdurdod Heddlu Gogledd Cymru.","Warning that 3 local police stations will be closing soon, as these are the recommendations before the North Wales Police Authority.",mai,no_mutation,no_mutation,fai,"Rhybudd y bydd 3 gorsaf heddlu lleol yn cau cyn hir, gan fai dyma'r argymhellion ger bron Awdurdod Heddlu Gogledd Cymru."
cy_ccg_train:00626,"Cafodd y Ddeddf ei diddymu gan Ddeddf Trwyddedu 1961, a oedd yn caniatáu i awdurdodau lleol yng Nghymru i gynnal polau o'u trigolion ar barhad y gwaharddiad os oedd o leiaf 500 o bleidleiswyr yn gofyn am bôl.","The Act was repealed by the Licensing Act 1961, which allowed local authorities in Wales to conduct polls of their residents on the continuation of the ban if at least 500 voters requested a poll.",Ddeddf,SM,MS,Deddf,"Cafodd y Deddf ei diddymu gan Ddeddf Trwyddedu 1961, a oedd yn caniatáu i awdurdodau lleol yng Nghymru i gynnal polau o'u trigolion ar barhad y gwaharddiad os oedd o leiaf 500 o bleidleiswyr yn gofyn am bôl."
cy_ccg_dev:00081,"Mewn partneriaeth â Chelfyddydau Rhyngwladol Cymru a gyda chefnogaeth Llywodraeth Cymru, mae'r Urdd yn falch iawn o gyhoeddi'r elfen ryngwladol newydd hon i'r Ysgoloriaeth ac yn ddiolchgar i Gelfyddydau Rhyngwladol Cymru am gydweithio er mwyn darparu cyfleoedd bythgofiadwy wrth feithrin talent ifanc Cymru.","In partnership with Wales Arts International and with the support of the Welsh Government, the Guild is delighted to announce this new international element of the Scholarship and is grateful to Wales Arts International for collaborating to provide unforgettable opportunities in nurturing Welsh young talent .",ddiolchgar,SM,MS,diolchgar,"Mewn partneriaeth â Chelfyddydau Rhyngwladol Cymru a gyda chefnogaeth Llywodraeth Cymru, mae'r Urdd yn falch iawn o gyhoeddi'r elfen ryngwladol newydd hon i'r Ysgoloriaeth ac yn diolchgar i Gelfyddydau Rhyngwladol Cymru am gydweithio er mwyn darparu cyfleoedd bythgofiadwy wrth feithrin talent ifanc Cymru."
cy_ccg_train:01083,Diolch o waelod calon i ti Elain a phob dymuniad da pan fyddi di'n penderfynu ar dy ddyfodol academaidd/astudiaethau.,Thank you from the bottom of my heart Elain and all the best when you decide on your academic future/studies.,calon,no_mutation,no_mutation,galon,Diolch o waelod galon i ti Elain a phob dymuniad da pan fyddi di'n penderfynu ar dy ddyfodol academaidd/astudiaethau.
cy_ccg_test:00822,"Roedd ffrind i mi yma wedi prynu dau docyn i fynd i weld Frank Turner, ac wedi gofyn i mi fynd gyda hi.","A friend of mine here had bought two tickets to see Frank Turner, and asked me to go with him.",prynu,no_mutation,no_mutation,brynu,"Roedd ffrind i mi yma wedi brynu dau docyn i fynd i weld Frank Turner, ac wedi gofyn i mi fynd gyda hi."
cy_ccg_train:00574,Gallaf wneud popeth o gartref!,I can do everything from home!,wneud,SM,MS,gwneud,Gallaf gwneud popeth o gartref!
cy_ccg_dev:00353,"Ond er gwaethaf bwriad clir y Llywodraeth i symud tuag at un continwwm, rydym yn deall na fydd Cymwysterau Cymru hyd yn oed yn cynnwys yr opsiwn o greu un cymhwyster Cymraeg yn eu hymgynghoriad nesaf.","However, despite the Government's clear intention to move towards a single continuum, we understand that Qualifications Wales will not even include the option of creating one Welsh language qualification in their next consultation.",bwriad,no_mutation,no_mutation,fwriad,"Ond er gwaethaf fwriad clir y Llywodraeth i symud tuag at un continwwm, rydym yn deall na fydd Cymwysterau Cymru hyd yn oed yn cynnwys yr opsiwn o greu un cymhwyster Cymraeg yn eu hymgynghoriad nesaf."
cy_ccg_dev:00152,Dwi wedi prynu ffrwythau yn y siop.,I've bought fruit in the shop.,prynu,no_mutation,no_mutation,brynu,Dwi wedi brynu ffrwythau yn y siop.
cy_ccg_test:00893,Aeth unigolion o bob math o wahanol gefndiroedd ati i rannu'r darnau hynny o waith Gerallt a oedd wedi eu serio ar eu cof - ni allaf feddwl am unrhyw fardd arall y mae ei eiriau ar gof a chadw yng nghalon y genedl yn y modd hwn.,Individuals from all walks of life shared those memorable pieces of Gerald's work - I can't think of any other poet whose words are remembered in the heart of the nation in this way .,wahanol,SM,L,gwahanol,Aeth unigolion o bob math o gwahanol gefndiroedd ati i rannu'r darnau hynny o waith Gerallt a oedd wedi eu serio ar eu cof - ni allaf feddwl am unrhyw fardd arall y mae ei eiriau ar gof a chadw yng nghalon y genedl yn y modd hwn.
cy_ccg_test:00250,"Rhwng Ionawr 1972 ac Awst 1973, ysgrifennodd Hefin Elis golofn yn Y Faner o dan y ffugenw ""Edward H. Dafis"", a phan aeth ati i greu grŵp arloesol Gymraeg, rhoddwyd yr enw hwn iddo.","Between January 1972 and August 1973, Hefin Elis wrote a column in Y Faner under the pseudonym ""Edward H. Dafis"", and when he set up an innovative Welsh group, he was given this name.",Faner,SM,MS,Baner,"Rhwng Ionawr 1972 ac Awst 1973, ysgrifennodd Hefin Elis golofn yn Y Baner o dan y ffugenw ""Edward H. Dafis"", a phan aeth ati i greu grŵp arloesol Gymraeg, rhoddwyd yr enw hwn iddo."
cy_ccg_dev:00208,Dydych chi ddim yn gyflym.,You're not fast.,gyflym,SM,MS,cyflym,Dydych chi ddim yn cyflym.
cy_ccg_train:00381,Mae o'n ddyn na welais i mo'i debyg erioed.,He is a man I have never seen before.,debyg,SM,L,tebyg,Mae o'n ddyn na welais i mo'i tebyg erioed.
cy_ccg_train:00061,"Yn gyffredinol, maent yn penderfynu peidio â rhoi datganiad i blant ar sail costau, ac mae'n gwbl annerbyniol gorfodi rhieni i fynd at dribiwnlys dim ond i sicrhau bod y trefniadau cludiant yn cael eu cynnwys mewn datganiad.","Generally, they decide not to give children a statement on the basis of costs, and it is totally unacceptable to force parents to go to a tribunal only to ensure that the transport arrangements are included in a statement.",blant,SM,L,plant,"Yn gyffredinol, maent yn penderfynu peidio â rhoi datganiad i plant ar sail costau, ac mae'n gwbl annerbyniol gorfodi rhieni i fynd at dribiwnlys dim ond i sicrhau bod y trefniadau cludiant yn cael eu cynnwys mewn datganiad."
cy_ccg_train:00804,"Llongyfarchiadau mawr i Jasmine ar ddod yn ail ac i Gethin, Ella, Efa, Iwan, Cynan, Leo a Violet.","Congratulations to Jasmine for coming second and to Gethin, Ella, Efa, Iwan, Cynan, Leo and Violet.",mawr,no_mutation,no_mutation,fawr,"Llongyfarchiadau fawr i Jasmine ar ddod yn ail ac i Gethin, Ella, Efa, Iwan, Cynan, Leo a Violet."
cy_ccg_train:01018,"Mi ydach chi'n treulio wythnos neu fwy wedi eich trochi yn y Gymraeg: ei sŵn, ei diwylliant, a'i cherddoriaeth, a wedyn jest fel'na, mae'n rhaid i rywun ddychwelyd at realiti bywyd.","You spend a week or more immersed in the Welsh language: its sound, its culture, and its music, and then just like that, someone has to return to the reality of life.",ddychwelyd,SM,MS,dychwelyd,"Mi ydach chi'n treulio wythnos neu fwy wedi eich trochi yn y Gymraeg: ei sŵn, ei diwylliant, a'i cherddoriaeth, a wedyn jest fel'na, mae'n rhaid i rywun dychwelyd at realiti bywyd."
cy_ccg_train:01025,Dyna leoliad Darren pan dynnodd o'r lluniau yma wrth iddi fachlud ar 9 Awst.,That's Darren's location when he took these photos as the sun set on 9 August.,leoliad,SM,L,lleoliad,Dyna lleoliad Darren pan dynnodd o'r lluniau yma wrth iddi fachlud ar 9 Awst.
cy_ccg_test:00443,"Mae'r Llywodraeth wedi bod cystal â'i gair, ac yr wyf yn ddiolchgar bod John Griffiths wedi gallu sicrhau'r buddsoddiad ychwanegol hwnnw.","The Government has been good at its word, and I am grateful that John Griffiths was able to secure that additional investment.",bod,no_mutation,no_mutation,fod,"Mae'r Llywodraeth wedi fod cystal â'i gair, ac yr wyf yn ddiolchgar bod John Griffiths wedi gallu sicrhau'r buddsoddiad ychwanegol hwnnw."
cy_ccg_train:00364,"Yn y bôn, cronfa ddata o eiriau yw corpws.",A corpus is basically a database of words.,ddata,SM,MS,data,"Yn y bôn, cronfa data o eiriau yw corpws."
cy_ccg_train:00737,Roedd pethau rhyngddo fe a Mam ddim wedi bod yn dda ers amser.,Things between him and Mum hadn't been good for a while.,dda,SM,MS,da,Roedd pethau rhyngddo fe a Mam ddim wedi bod yn da ers amser.
cy_ccg_train:01146,Mae'r llwybr i fyny Crib Goch ac ar hyd y grib yn hynod beryglus ac ni ddylai cerddwyr dibrofiad roi cynnig arni.,,grib,SM,MS,crib,Mae'r llwybr i fyny Crib Goch ac ar hyd y crib yn hynod beryglus ac ni ddylai cerddwyr dibrofiad roi cynnig arni.
cy_ccg_test:00153,Fe'u detholwyd o ystod gynrychioliadol o destunau rhyddiaith Gymraeg gyfoes (o 1970 ymlaen yn bennaf).,They were selected from a representative range of contemporary Welsh prose texts (mainly from 1970 onwards).,bennaf,SM,MS,pennaf,Fe'u detholwyd o ystod gynrychioliadol o destunau rhyddiaith Gymraeg gyfoes (o 1970 ymlaen yn pennaf).
cy_ccg_train:01241,Diolch o galon iddyn nhw i gyd am orig bleserus a difyr iawn yn eich cwmni.,,galon,SM,L,calon,Diolch o calon iddyn nhw i gyd am orig bleserus a difyr iawn yn eich cwmni.
cy_ccg_train:01318,Mae'r gerddoriaeth yn gorffen mewn tywyllwch llwyr.,,gerddoriaeth,SM,MS,cerddoriaeth,Mae'r cerddoriaeth yn gorffen mewn tywyllwch llwyr.
cy_ccg_train:00667,Dyw'r diwydiant ddim wedi cael ei reoleiddio felly pwy a ŵyr pa amodau rhyfedd ac od sydd yn eich Telerau ac Amodau?,The industry has not been regulated so who knows what strange and odd conditions are in your Terms and Conditions?,cael,no_mutation,no_mutation,gael,Dyw'r diwydiant ddim wedi gael ei reoleiddio felly pwy a ŵyr pa amodau rhyfedd ac od sydd yn eich Telerau ac Amodau?
cy_ccg_train:00669,Allaf i ddim credu bod rhywun wedi bod mor garedig â meddwl amdanaf i a rhoi'r bwyd bendigedig yma i fi.,I can't believe someone has been so kind as to think of me and give me this wonderful food.,garedig,SM,L,caredig,Allaf i ddim credu bod rhywun wedi bod mor caredig â meddwl amdanaf i a rhoi'r bwyd bendigedig yma i fi.
cy_ccg_test:00927,"Er mwyn osgoi'r sefyllfa hunllefus yma, rydan ni'n pwyso ar y llywodraeth i sicrhau chwarae teg ariannol i holl gynghorau Cymru o'r flwyddyn nesaf ymlaen.","In order to avoid this nightmare situation, we are pressing the government to ensure financial fair play for all Welsh councils from next year.",teg,no_mutation,no_mutation,deg,"Er mwyn osgoi'r sefyllfa hunllefus yma, rydan ni'n pwyso ar y llywodraeth i sicrhau chwarae deg ariannol i holl gynghorau Cymru o'r flwyddyn nesaf ymlaen."
cy_ccg_train:00936,Rhag ofn lleihau ei dylanwad yn ei thiriogaethau pell.,For fear of reducing her influence in her distant territories.,dylanwad,no_mutation,no_mutation,ddylanwad,Rhag ofn lleihau ei ddylanwad yn ei thiriogaethau pell.
cy_ccg_dev:00097,"Tyfodd y diwydiant yn araf hyd ddechrau'r 18g, yna bu tŵf cyflym hyd ddiwedd y 19g.","The industry grew slowly until the early 18th century, then there was rapid growth until the late 19th century.",g,SM,MS,c,"Tyfodd y diwydiant yn araf hyd ddechrau'r 18c, yna bu tŵf cyflym hyd ddiwedd y 19g."
cy_ccg_train:00750,"Am fod corfforaeth fawr wedi sathru ar hawliau, dyheadau a theimladau pentrefwyr.","Because a large corporation has trampled on the rights, aspirations and feelings of villagers.",fod,SM,L,bod,"Am bod corfforaeth fawr wedi sathru ar hawliau, dyheadau a theimladau pentrefwyr."
cy_ccg_test:00853,Mae gosodwr yn rhoi siawns i di lawrlwytho updates a galluogi MP3 codecs i gael ei osod.,Installer gives you a chance to download updates and enable MP3 codecs to be installed.,osod,SM,L,gosod,Mae ggosodwr yn rhoi siawns i di lawrlwytho updates a galluogi MP3 codecs i gael ei gosod.
cy_ccg_train:00833,Yn Asia mae'r enghreifftiau mwyaf trawiadol i'w cael mor bell i ffwrdd â De India a Corea.,In Asia the most impressive examples can be found as far away as South India and Korea.,mor,no_mutation,no_mutation,for,Yn Asia mae'r enghreifftiau mwyaf trawiadol i'w cael for bell i ffwrdd â De India a Corea.
cy_ccg_train:00321,"Mae targedau wedi eu gosod ar golegau sy'n hyfforddi athrawon i recriwtio siaradwyr Cymraeg am y tro cyntaf erioed, yn ôl gohebiaeth sydd wedi dod i law ymgyrchwyr iaith.","Colleges training teachers to recruit Welsh speakers for the first time have been set targets, according to correspondence received from language campaigners.",Cymraeg,no_mutation,no_mutation,Gymraeg,"Mae targedau wedi eu gosod ar golegau sy'n hyfforddi athrawon i recriwtio siaradwyr Gymraeg am y tro cyntaf erioed, yn ôl gohebiaeth sydd wedi dod i law ymgyrchwyr iaith."
cy_ccg_test:00539,Lleolir yr ysgol yn Ystum Taf ac mae'n gwasanaethu canolbarth dinas Caerdydd o'r gogledd i'r de.,The school is located in Llandaff North and serves Cardiff city center from north to south.,dinas,no_mutation,no_mutation,ddinas,Lleolir yr ysgol yn Ystum Taf ac mae'n gwasanaethu canolbarth ddinas Caerdydd o'r gogledd i'r de.
cy_ccg_dev:00367,"Cadarnhaodd y Prif Weinidog y bydd yr Eisteddfod Genedlaethol, er enghraifft, yn derbyn yr un gefnogaeth ariannol â'r arfer, a hynny er na fydd Prifwyl draddodiadol yn cael ei chynnal yn Nhregaron eleni.","The First Minister confirmed that the National Eisteddfod, for example, will receive the same financial support as usual, even though there will be no traditional Eisteddfod in Tregaron this year.",bydd,no_mutation,no_mutation,fydd,"Cadarnhaodd y Prif Weinidog y fydd yr Eisteddfod Genedlaethol, er enghraifft, yn derbyn yr un gefnogaeth ariannol â'r arfer, a hynny er na fydd Prifwyl draddodiadol yn cael ei chynnal yn Nhregaron eleni."
cy_ccg_train:00475,"Dros y ganrif a hanner a ddilynodd, sefydlwyd gweithfeydd i brosesu arsenig, sinc, a thun ac er mwyn creu tunplat a chrochenwaith.","Over the century and a half that followed, plants were established to process arsenic, zinc, and tin and to create tinplate and pottery.",ddilynodd,SM,L,dilynodd,"Dros y ganrif a hanner a dilynodd, sefydlwyd gweithfeydd i brosesu arsenig, sinc, a thun ac er mwyn creu tunplat a chrochenwaith."
cy_ccg_dev:00045,"""Mae'n gyfle i Gymry Cymraeg gymryd cam positif i gefnogi lansiad gwasg annibynnol Gymreig a Chymraeg fydd yn rhoi llais cryf i Gymru,"" meddai Wyn Williams sy'n un o'r Cyfeillion.","""It's an opportunity for Welsh speakers to take a positive step in supporting the launch of a Welsh-language and independent press that will give Wales a strong voice,"" said Wyn Williams, one of the Friends.",Gymreig,SM,MS,Cymreig,"""Mae'n gyfle i Gymry Cymraeg gymryd cam positif i gefnogi lansiad gwasg annibynnol Cymreig a Chymraeg fydd yn rhoi llais cryf i Gymru,"" meddai Wyn Williams sy'n un o'r Cyfeillion."
cy_ccg_train:00352,Y mae gan yr adran feysydd eang rhyngddynt yn ymestyn o Lenyddiaeth yr Oesoedd Canol hyd at Weithdai Cynganeddu – mae 'na fodiwl ar gyfer pawb.,The department has wide ranging areas ranging from Medieval Literature to Cynganedd Workshops - there's a module for everyone.,gyfer,SM,L,cyfer,Y mae gan yr adran feysydd eang rhyngddynt yn ymestyn o Lenyddiaeth yr Oesoedd Canol hyd at Weithdai Cynganeddu – mae 'na fodiwl ar cyfer pawb.
cy_ccg_test:00135,"Erbyn hynny, bydd mis wedi pasio ers diwedd yr ŵyl yng Nghaerdydd, ac mae trefnwyr yn awyddus i glywed eich barn ar nifer o agweddau.","By then, a month has passed since the end of the festival in Cardiff, and organizers are keen to hear your views on a number of aspects.",bydd,no_mutation,no_mutation,fydd,"Erbyn hynny, fydd mis wedi pasio ers diwedd yr ŵyl yng Nghaerdydd, ac mae trefnwyr yn awyddus i glywed eich barn ar nifer o agweddau."
cy_ccg_train:01011,Mae gen i ddiddordeb angerddol yn y pwnc a'r holl sgiliau llenyddol a phroffesiynol bydd yn ei gynnig i mi.,I have a passionate interest in the subject and all the literary and professional skills it will offer me.,bydd,SM,MS,pydd,Mae gen i ddiddordeb angerddol yn y pwnc a'r holl sgiliau llenyddol a phroffesiynol pydd yn ei gynnig i mi.
cy_ccg_test:00329,"Os dywedwch wrth bobl fod yn rhaid iddynt dalu am foddion, ble y dewch i ben?","If you tell people that they have to pay for medicines, where will you end up?",bobl,SM,L,pobl,"Os dywedwch wrth pobl fod yn rhaid iddynt dalu am foddion, ble y dewch i ben?"
cy_ccg_train:00665,Bydd y panel wedi penderfynu pwy a gaiff ei wahodd i gyfweliad hwyr.,The panel will have decided who will be invited to a late interview.,wahodd,SM,L,gwahodd,Bydd y panel wedi penderfynu pwy a gaiff ei gwahodd i gyfweliad hwyr.
cy_ccg_train:01038,"Ar ddiwedd wythnos o ddathlu chwe deg mlynedd o ymgyrchu rydyn ni'n edrych o'r newydd ar yr heriau fydd yn wynebu'r Gymraeg dros y ddegawd i ddod wrth gyhoeddi maniffesto newydd: Cymru Rydd, Cymru Werdd, Cymru Gymraeg: Cymdeithasiaeth i'r 21ain Ganrif.","At the end of a week of celebrating sixty years of campaigning we look afresh at the challenges that will face the Welsh language over the coming decade when publishing a new manifesto: Free Wales, Green Wales, Welsh Wales: Cymdeithsiaiste i the 21st Century.",ddiwedd,SM,L,diwedd,"Ar diwedd wythnos o ddathlu chwe deg mlynedd o ymgyrchu rydyn ni'n edrych o'r newydd ar yr heriau fydd yn wynebu'r Gymraeg dros y ddegawd i ddod wrth gyhoeddi maniffesto newydd: Cymru Rydd, Cymru Werdd, Cymru Gymraeg: Cymdeithasiaeth i'r 21ain Ganrif."
cy_ccg_train:01270,"Rydyn ni'n synnu nad yw'r maes digidol wedi ei gynnwys yn y maniffesto, o ystyried adroddiad diweddar y Comisiynydd oedd yn dangos bod defnydd isel o'r Gymraeg ymhlith pobl ifanc wrth ddefnyddio'r we a'r cyfryngau cymdeithasol.",,ddefnyddio,SM,L,defnyddio,"Rydyn ni'n synnu nad yw'r maes digidol wedi ei gynnwys yn y maniffesto, o ystyried adroddiad diweddar y Comisiynydd oedd yn dangos bod defnydd isel o'r Gymraeg ymhlith pobl ifanc wrth defnyddio'r we a'r cyfryngau cymdeithasol."
cy_ccg_train:00359,"Y mae'n hynod o ddiddorol i gael asesu'r wahanol fathau o ddamcaniaethau theatraidd a fodolir ers canrifoedd, a sut yr oedd yn datblygu wedi i nifer o ddigwyddiadau hanesyddol.","It is particularly interesting to assess the different types of theatrical theories that have existed for centuries, and how it developed after a number of historical events.",ddamcaniaethau,SM,L,damcaniaethau,"Y mae'n hynod o ddiddorol i gael asesu'r wahanol fathau o damcaniaethau theatraidd a fodolir ers canrifoedd, a sut yr oedd yn datblygu wedi i nifer o ddigwyddiadau hanesyddol."
cy_ccg_train:00983,"Ddydd Sadwrn, Mehefin 25, bydd canol tref Porthmadog yn cael ei thrawsnewid wrth i'r ardal ddathlu dyfodiad Eisteddfod Genedlaethol Llŷn ac Eifionydd ymhen ychydig dros flwyddyn.","On Saturday, June 25, Porthmadog town center will be transformed as the area celebrates the arrival of the Llŷn and Eifionydd National Eisteddfod in just over a year.",Llŷn,no_mutation,no_mutation,Lŷn,"Ddydd Sadwrn, Mehefin 25, bydd canol tref Porthmadog yn cael ei thrawsnewid wrth i'r ardal ddathlu dyfodiad Eisteddfod Genedlaethol Lŷn ac Eifionydd ymhen ychydig dros flwyddyn."
cy_ccg_test:00722,"Gyda Chalan Gaeaf a Noson Tân Gwyllt wedi hen fynd heibio, yn naturiol, rydym yn dechrau meddwl am y Nadolig.","With Halloween and Bonfire Night long gone, naturally, we're starting to think about Christmas.",fynd,SM,MS,mynd,"Gyda Chalan Gaeaf a Noson Tân Gwyllt wedi hen mynd heibio, yn naturiol, rydym yn dechrau meddwl am y Nadolig."
cy_ccg_dev:00083,"Fe fydd aelodau Clwb Ffermwyr Ifanc Pontsiân yn cerdded, rhedeg neu seiclo yr holl ffordd o Gaerdydd i Gaergybi – heb adael eu cartrefi – er mwyn codi arian at ddau ysbyty yn y de-orllewin.","Pontsian Young Farmers Club members will walk, run or cycle all the way from Cardiff to Holyhead - without leaving their homes - to raise money for two hospitals in south west Wales.",adael,SM,L,gadael,"Fe fydd aelodau Clwb Ffermwyr Ifanc Pontsiân yn cerdded, rhedeg neu seiclo yr holl ffordd o Gaerdydd i Gaergybi – heb gadael eu cartrefi – er mwyn codi arian at ddau ysbyty yn y de-orllewin."
cy_ccg_train:00516,Fedri di argraffu pedwar copi o hwn i fi ar frys.,Can you print four copies of this for me in a hurry.,frys,SM,L,brys,Fedri di argraffu pedwar copi o hwn i fi ar brys.
cy_ccg_train:01083,Diolch o waelod calon i ti Elain a phob dymuniad da pan fyddi di'n penderfynu ar dy ddyfodol academaidd/astudiaethau.,Thank you from the bottom of my heart Elain and all the best when you decide on your academic future/studies.,fyddi,SM,L,byddi,Diolch o waelod calon i ti Elain a phob dymuniad da pan byddi di'n penderfynu ar dy ddyfodol academaidd/astudiaethau.
cy_ccg_train:00193,"Er mwyn gwneud yn siŵr bod plant yn ddiogel mewn lleoliad gofal plant, rhaid sicrhau eu bod yn cael eu goruchwylio gydol yr amser.","To ensure that children are safe in a childcare setting, they need to be supervised at all times.",cael,no_mutation,no_mutation,gael,"Er mwyn gwneud yn siŵr bod plant yn ddiogel mewn lleoliad gofal plant, rhaid sicrhau eu bod yn gael eu goruchwylio gydol yr amser."
cy_ccg_test:00517,"I'r perwyl hwnnw, drwy gydol eich amser yma cewch Diwtor Personol a fydd ar gael i'ch cynorthwyo gyda materion yn ymwneud â'ch cynnydd academaidd a'ch lles personol.","To that end, throughout your time here you will have a Personal Tutor who will be available to assist you with issues relating to your academic progress and personal wellbeing.",Diwtor,SM,MS,Tiwtor,"I'r perwyl hwnnw, drwy gydol eich amser yma cewch Tiwtor Personol a fydd ar gael i'ch cynorthwyo gyda materion yn ymwneud â'ch cynnydd academaidd a'ch lles personol."
cy_ccg_train:00023,"Yn wir, drwy ddiwygio'r cymhwyster ail iaith presennol yn ystod y cyfnod hwn, rydych chi wedi rhwystro newid go iawn.","Indeed, by amending the current second language qualification during this time, you have blocked real change.",presennol,no_mutation,no_mutation,bresennol,"Yn wir, drwy ddiwygio'r cymhwyster ail iaith bresennol yn ystod y cyfnod hwn, rydych chi wedi rhwystro newid go iawn."
cy_ccg_test:00518,"Yn ogystal, er mwyn ei gwneud hi'n haws ichi setlo yn ystod eich semester cyntaf, rhoddir Arweinydd Cyfoed i bob glasfyfyriwr: hynny yw, myfyriwr o'r ail neu'r drydedd flwyddyn a fydd yn barod i roi gair o gyngor ichi am faterion yn ymwneud â bywyd myfyriwr nodweddiadol.","In addition, to make it easier for you to settle in your first semester, each fresher is given a Peer Guide: that is, a second or third year student who will be ready to give you some advice about issues related to typical student life.",drydedd,SM,MS,trydedd,"Yn ogystal, er mwyn ei gwneud hi'n haws ichi setlo yn ystod eich semester cyntaf, rhoddir Arweinydd Cyfoed i bob glasfyfyriwr: hynny yw, myfyriwr o'r ail neu'r trydedd flwyddyn a fydd yn barod i roi gair o gyngor ichi am faterion yn ymwneud â bywyd myfyriwr nodweddiadol."
